1089747373	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	5	1	5	-3.39384372533544	3	Klamath River, California, United States	US	USCA	CA093	41.8612	-122.826	1682307	0								3	Yurok Reservation, California, United States	US	USCA		41.2829	-123.879	2419530	20230317141500	https://www.latimes.com/california/story/2023-03-17/week-in-photos-march-18
1089747374	20230317	202303	2023	2023.2110	USA	FLORIDA	USA																		0	020	020	02	1	3.0	4	1	4	-1.30293159609121	3	Coral Springs, Florida, United States	US	USFL	FL011	26.2712	-80.2706	307614	0								3	Coral Springs, Florida, United States	US	USFL		26.2712	-80.2706	307614	20230317141500	https://starlocalmedia.com/news/national/have-a-job-and-a-side-gig-watch-for-these-missteps/article_6fb7d9c3-32a5-5107-8633-bdef58080b34.html
1089747375	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-2.42669362992923	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Saudi Arabia	SA	SA		25	45	SA	20230317141500	https://www.bizpacreview.com/2023/03/17/kellyanne-conway-confronts-juan-williams-on-air-dont-look-the-other-way-you-called-for-my-firing-1341626/
1089747376	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	023	023	02	1	3.4	4	1	4	-1.05740181268882	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20230317141500	https://www.desmoinesregister.com/story/news/local/perry/2023/03/17/hotel-pattee-raises-more-than-10000-for-perry-crash-victims-water-daisy-gavidia-family/70016133007/
1089747377	20230317	202303	2023	2023.2110	USA	MINNESOTA	USA																		1	033	033	03	1	5.2	2	1	2	-2.63157894736842	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20230317141500	https://www.am1100theflag.com/news/regional-news/62491-minnesota-legislature-infrastructure-plan-fails-walz-signs-catalytic
1089747378	20230317	202303	2023	2023.2110	USA	NEW HAMPSHIRE	USA																		1	036	036	03	1	4.0	8	1	8	-10.7692307692308	3	Mount Washington, New Hampshire, United States	US	USNH	NH007	44.2703	-71.3033	871352	0								3	Mount Washington, New Hampshire, United States	US	USNH		44.2703	-71.3033	871352	20230317141500	https://www.wmur.com/article/skier-avalanche-beans-purchase-new-hampshire-31723/43347727
1089747379	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	10	1	10	-1.53606308680728	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20230317141500	https://www.wyomingnews.com/laramieboomerang/laramieboomerang/announcements/whats-happening-march-17-2023/article_adadc64c-c429-11ed-a255-676f9e2ae9dd.html
1089747380	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	-0.18610421836228	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20230317141500	https://news.yahoo.com/one-thing-l-novelist-mona-133043523.html
1089747381	20230317	202303	2023	2023.2110	USA	FLORIDA	USA																		1	042	042	04	1	1.9	1	1	1	-0.43103448275862	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20230317141500	https://www.bizpacreview.com/2023/03/17/hyatt-regency-miami-points-fingers-over-lewd-drag-show-threatening-liquor-license-1341664/
1089747382	20230317	202303	2023	2023.2110	USA	FLORIDA	USA																		1	042	042	04	1	1.9	2	1	2	-0.30674846625767	4	Baja California, Chiapas, Mexico	MX	MX05	19705	16.4167	-93.7833	6255325	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230317141500	https://www.foxnews.com/us/georgia-college-student-life-support-mexico-spring-break-collapse-recovering-report
1089747383	20230317	202303	2023	2023.2110	USA	FLORIDA	USA																		1	042	042	04	1	1.9	2	1	2	-0.30674846625767	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								4	Baja California, Chiapas, Mexico	MX	MX05	19705	16.4167	-93.7833	6255325	20230317141500	https://www.foxnews.com/us/georgia-college-student-life-support-mexico-spring-break-collapse-recovering-report
1089747384	20230317	202303	2023	2023.2110	USA	BOSTON	USA																		1	043	043	04	1	2.8	2	1	2	0.7132667617689	4	Kenmare, Kerry, Ireland	EI	EI11	18290	51.8833	-9.58333	-1503608	0								4	Kenmare, Kerry, Ireland	EI	EI11	18290	51.8833	-9.58333	-1503608	20230317141500	https://thebostonpilot.com/article.php?ID=194447
1089747385	20230317	202303	2023	2023.2110	USA	NEW YORK	USA																		1	043	043	04	1	2.8	2	1	2	2.22222222222222	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20230317141500	https://www.yahoo.com/entertainment/jeremy-strongs-wife-emma-wall-133621436.html
1089747386	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	4	-12.8649635036496	3	Delaware County, Pennsylvania, United States	US	USPA	PA045	40.0004	-75.3749	1209177	0								3	Delaware County, Pennsylvania, United States	US	USPA		40.0004	-75.3749	1209177	20230317141500	https://pennrecord.com/stories/640224704-delco-judge-overrules-objections-of-pa-institute-of-technology-in-woman-s-injury-suit
1089747387	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	6	1	6	-3.01624129930395	3	Sedona, Arizona, United States	US	USAZ	AZ005	34.8697	-111.761	34242	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20230317141500	https://www.newdelhitimes.com/scientists-largest-us-reservoirs-moving-in-right-direction/
1089747388	20230317	202303	2023	2023.2110	USA	BOSTON	USA																		1	043	043	04	1	2.8	10	1	10	-0.32051282051282	4	Burren, Mayo, Ireland	EI	EI20	18298	53.9119	-9.30583	425376	0								4	Burren, Mayo, Ireland	EI	EI20	18298	53.9119	-9.30583	425376	20230317141500	https://thebull1017.iheart.com/content/things-to-do-in-boston-on-st-paddys-day-weekend/
1089747389	20230317	202303	2023	2023.2110	USA	NEW YORK	USA																		1	043	043	04	1	2.8	2	1	2	2.22222222222222	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20230317141500	https://www.yahoo.com/entertainment/jeremy-strongs-wife-emma-wall-133621436.html
1089747390	20230317	202303	2023	2023.2110	USA	NEW YORK	USA																		0	045	045	04	1	5.0	4	1	4	0.31397174254317	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20230317141500	https://www.apartmenttherapy.com/signs-house-has-hard-water-37233738
1089747391	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	4	1	4	0.7132667617689	3	Jamaica Plain, Massachusetts, United States	US	USMA	MA025	42.3098	-71.1203	612943	0								3	Jamaica Plain, Massachusetts, United States	US	USMA		42.3098	-71.1203	612943	20230317141500	https://thebostonpilot.com/article.php?ID=194447
1089747392	20230317	202303	2023	2023.2110	USA	SAN ANTONIO	USA																		1	051	051	05	1	3.4	10	1	10	2.32558139534884	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20230317141500	https://woai.iheart.com/featured/san-antonios-first-news/content/2023-03-17-water-at-riverwalk-dyed-green-in-st-patricks-day-tradition/
1089747393	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	060	060	06	2	6.0	8	1	8	1.29449838187702	3	Collin County, Texas, United States	US	USTX	TX085	33.2001	-96.5669	1383828	0								3	Collin County, Texas, United States	US	USTX		33.2001	-96.5669	1383828	20230317141500	https://starlocalmedia.com/planocourier/plano-news-roundup-watch-for-these-coming-intersection-improvements/article_21404f18-c2b2-11ed-9b57-ebd69652bbd4.html
1089747394	20230317	202303	2023	2023.2110	USA	OHIO	USA																		1	070	070	07	2	7.0	4	1	4	2.60115606936416	3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	0								3	Dayton, Ohio, United States	US	USOH	OH113	39.7589	-84.1916	1064514	20230317141500	https://www.wcsmradio.com/index.php/news/70571/15/Fort-Recovery-JR-Manufacturing-March-28-Blood-Drive
1089747395	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	2	1	2	0.21810250817884	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	0								3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	20230317141500	https://news.yahoo.com/open-source-where-triangle-companies-132228752.html
1089747396	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	2	1	2	-1.05740181268882	3	Perry High School, Iowa, United States	US	USIA	IA049	41.8403	-94.0808	1996336	0								3	Perry High School, Iowa, United States	US	USIA		41.8403	-94.0808	1996336	20230317141500	https://www.desmoinesregister.com/story/news/local/perry/2023/03/17/hotel-pattee-raises-more-than-10000-for-perry-crash-victims-water-daisy-gavidia-family/70016133007/
1089747397	20230317	202303	2023	2023.2110	USA	FLORIDA	USA																		0	071	071	07	2	7.4	7	1	7	-1.30293159609121	3	Coral Springs, Florida, United States	US	USFL	FL011	26.2712	-80.2706	307614	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230317141500	https://starlocalmedia.com/news/national/have-a-job-and-a-side-gig-watch-for-these-missteps/article_6fb7d9c3-32a5-5107-8633-bdef58080b34.html
1089747398	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	2	1	2	5.69476082004556	3	Loyola University, Illinois, United States	US	USIL	IL031	42.0006	-87.6581	412733	0								3	Loyola University, Illinois, United States	US	USIL		42.0006	-87.6581	412733	20230317141500	https://www.streetinsider.com/PRNewswire/Dr.+Carmen+Ayala+to+be+Presented+with+Voice4Equity+Lifetime+Achievement+Award/21386876.html
1089747399	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	1	1	1	5.69476082004556	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								3	Loyola University, Illinois, United States	US	USIL		42.0006	-87.6581	412733	20230317141500	https://www.streetinsider.com/PRNewswire/Dr.+Carmen+Ayala+to+be+Presented+with+Voice4Equity+Lifetime+Achievement+Award/21386876.html
1089747400	20230317	202303	2023	2023.2110	USA	BOSTON	USA																		1	073	073	07	2	7.4	10	1	10	-0.32051282051282	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20230317141500	https://thebull1017.iheart.com/content/things-to-do-in-boston-on-st-paddys-day-weekend/
1089747401	20230317	202303	2023	2023.2110	USA	THE US	USA																		1	080	080	08	2	5.0	10	1	10	-3.94431554524362	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20230317141500	https://www.fxstreet.com/news/aud-usd-retreats-from-nearly-two-week-high-back-below-06700-amid-risk-off-mood-202303171243
1089747402	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	0831	083	08	2	5.0	4	1	4	-4.20899854862119	3	Haltom City, Texas, United States	US	USTX	TX439	32.7996	-97.2692	1373985	0								3	Haltom City, Texas, United States	US	USTX		32.7996	-97.2692	1373985	20230317141500	https://www.fox4news.com/news/dallas-weather-march-16-severe-storms-cleanup
1089747403	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	0833	083	08	2	5.0	2	1	2	-3.20855614973262	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230317141500	https://www.bizpacreview.com/2023/03/17/trump-trashes-desantis-over-his-payments-to-non-entity-babylon-bee-its-almost-like-he-wants-to-lose-1341618/
1089747404	20230317	202303	2023	2023.2110	USA	MIAMI	USA																		0	084	084	08	2	7.0	4	1	4	-8.45070422535211	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Kokomo, Indiana, United States	US	USIN	IN067	40.4864	-86.1336	437425	20230317141500	https://www.thestarpress.com/story/news/crime/2023/03/17/muncie-man-serving-60-year-term-for-murder-wants-new-judge/70010501007/
1089747405	20230317	202303	2023	2023.2110	USA	MIAMI	USA																		0	084	084	08	2	7.0	1	1	1	-8.45070422535211	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20230317141500	https://www.thestarpress.com/story/news/crime/2023/03/17/muncie-man-serving-60-year-term-for-murder-wants-new-judge/70010501007/
1089747406	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	6	1	6	-0.84602368866328	4	Hiroshima, Hiroshima, Japan	JA	JA11	34163	34.4	132.45	-229436	0								4	Hiroshima, Hiroshima, Japan	JA	JA11	34163	34.4	132.45	-229436	20230317141500	https://www.amusingplanet.com/2023/03/the-1967-experiment-that-proved-anyone.html
1089747407	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	090	090	09	2	-2.0	6	1	6	-8.98876404494382	3	Monticello, Minnesota, United States	US	USMN	MN171	45.3055	-93.7941	648048	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20230317141500	https://www.am1100theflag.com/news/regional-news/62490-state-agencies-monitoring-radioactive-chemical-leak-in-monticello
1089747408	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	4	1	4	1.03321033210332	3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	0								3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089747409	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	111	111	11	3	-2.0	4	1	4	3.31491712707182	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20230317141500	https://www.streetinsider.com/PRNewswire/Brand+Institute+Promotes+Kurt+Yoon,+R.Ph.,+to+Divisional+President,+Asia/21386869.html
1089747410	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	112	112	11	3	-2.0	5	1	5	-3.39384372533544	3	Tulare County, California, United States	US	USCA	CA107	36.2666	-118.801	277318	0								2	California, United States	US	USCA		36.17	-119.746	CA	20230317141500	https://www.latimes.com/california/story/2023-03-17/week-in-photos-march-18
1089747411	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	129	129	12	3	-5.0	4	1	4	-1.91532258064516	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230317141500	https://news.yahoo.com/pronouns-bathrooms-trans-health-care-134703978.html
1089747412	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	130	130	13	3	-4.4	4	1	4	0.9009009009009	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20230317141500	https://www.fox13now.com/news/local-news/how-do-the-experts-measure-utahs-snowpack
1089747413	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	141	141	14	3	-6.5	4	1	4	-1.05740181268882	3	Perry High School, Iowa, United States	US	USIA	IA049	41.8403	-94.0808	1996336	0								3	Perry High School, Iowa, United States	US	USIA		41.8403	-94.0808	1996336	20230317141500	https://www.desmoinesregister.com/story/news/local/perry/2023/03/17/hotel-pattee-raises-more-than-10000-for-perry-crash-victims-water-daisy-gavidia-family/70016133007/
1089747414	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	161	161	16	4	-4.0	2	1	2	-5.47219770520741	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230317141500	https://www.bizpacreview.com/2023/03/17/minnesota-lt-gov-says-being-a-good-parent-means-being-led-by-transgender-children-1341635/
1089747415	20230317	202303	2023	2023.2110	USA	BOSTON	USA																		1	172	172	17	4	-5.0	9	1	9	-0.32051282051282	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20230317141500	https://thebull1017.iheart.com/content/things-to-do-in-boston-on-st-paddys-day-weekend/
1089747416	20230317	202303	2023	2023.2110	USA	DELAWARE	USA																		0	174	174	17	4	-5.0	5	1	5	-10.9947643979057	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747417	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	174	174	17	4	-5.0	2	1	2	-10.9947643979057	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747418	20230317	202303	2023	2023.2110	USA	DELAWARE	USA																		0	174	174	17	4	-5.0	1	1	1	-10.9947643979057	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747419	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	4	1	4	-11.7647058823529	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Topeka Police Department, Kansas, United States	US	USKS		39.0549	-95.6703	2504074	20230317141500	https://www.yahoo.com/news/youth-arrested-fatal-shooting-1300-133939871.html
1089747420	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	4	1	4	-11.7647058823529	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Shawnee County, Kansas, United States	US	USKS		39.05	-95.7669	485051	20230317141500	https://www.yahoo.com/news/youth-arrested-fatal-shooting-1300-133939871.html
1089747421	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA																		0	190	190	19	4	-10.0	2	1	2	-10.9947643979057	3	Centreville, Maryland, United States	US	USMD	MD035	39.0418	-76.0663	597212	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747422	20230317	202303	2023	2023.2110	USA	DELAWARE	USA																		0	190	190	19	4	-10.0	7	1	7	-10.9947643979057	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747423	20230317	202303	2023	2023.2110	USA	DELAWARE	USA																		0	190	190	19	4	-10.0	1	1	1	-10.9947643979057	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747424	20230317	202303	2023	2023.2110	USA	MARYLAND	USA																		1	193	193	19	4	-10.0	2	1	2	-10.9947643979057	3	Centreville, Maryland, United States	US	USMD	MD035	39.0418	-76.0663	597212	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747425	20230317	202303	2023	2023.2110	USA	MARYLAND	USA																		1	193	193	19	4	-10.0	6	1	6	-10.9947643979057	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20230317141500	https://www.wmdt.com/2023/03/maryland-man-arrested-following-fatal-shooting-in-felton/
1089747426	20230317	202303	2023	2023.2110	USA	AMERICAN	USA								AFR	AFRICA	AFR								0	012	012	01	1	-0.4	2	1	2	-1.39906728847435	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20230317141500	https://www.fauquier.com/news/in-virginia-school-boards-will-be-the-primary-deciders-on-ap-african-american-studies/article_5790b64e-c400-11ed-bd62-373010d0c4ff.html
1089747427	20230317	202303	2023	2023.2110	USA	AMERICAN	USA								AFR	AFRICA	AFR								0	020	020	02	1	3.0	2	1	2	-1.39906728847435	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20230317141500	https://www.fauquier.com/news/in-virginia-school-boards-will-be-the-primary-deciders-on-ap-african-american-studies/article_5790b64e-c400-11ed-bd62-373010d0c4ff.html
1089747428	20230317	202303	2023	2023.2110	USA	COLORADO	USA								AGR	FARMER						AGR			0	030	030	03	1	4.0	2	1	2	-3.01624129930395	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20230317141500	https://www.newdelhitimes.com/scientists-largest-us-reservoirs-moving-in-right-direction/
1089747429	20230317	202303	2023	2023.2110	USA	THE US	USA								BUS	COMPANIES						BUS			1	020	020	02	1	3.0	5	1	5	-2.90964777947933	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20230317141500	https://news.yahoo.com/elon-musks-twitter-blue-breaking-123027931.html
1089747430	20230317	202303	2023	2023.2110	USA	THE US	USA								BUS	COMPANIES						BUS			1	020	020	02	1	3.0	5	1	5	-2.90964777947933	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20230317141500	https://news.yahoo.com/elon-musks-twitter-blue-breaking-123027931.html
1089747431	20230317	202303	2023	2023.2110	USA	AUSTIN	USA								BUS	CHAMBER OF COMMERCE						BUS			1	036	036	03	1	4.0	1	1	1	5.09554140127389	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	3	Collin County, Texas, United States	US	USTX		33.2001	-96.5669	1383828	20230317141500	https://starlocalmedia.com/allenamerican/allen-business-briefs-chamber-hosts-5-05-networking/article_8f71852e-c348-11ed-a2ab-83cdebe254bd.html
1089747432	20230317	202303	2023	2023.2110	USA	FLORIDA	USA								BUS	BUSINESS						BUS			1	042	042	04	1	1.9	1	1	1	-0.43103448275862	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20230317141500	https://www.bizpacreview.com/2023/03/17/hyatt-regency-miami-points-fingers-over-lewd-drag-show-threatening-liquor-license-1341664/
1089747433	20230317	202303	2023	2023.2110	USA	FLORIDA	USA								BUS	BUSINESS						BUS			1	042	042	04	1	1.9	1	1	1	-0.43103448275862	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20230317141500	https://www.bizpacreview.com/2023/03/17/hyatt-regency-miami-points-fingers-over-lewd-drag-show-threatening-liquor-license-1341664/
1089747434	20230317	202303	2023	2023.2110	USA	AMERICAN	USA								BUS	BOSS						BUS			1	046	046	04	1	7.0	10	1	10	1.68067226890757	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20230317141500	https://www.kunm.org/show/womens-focus/2023-03-16/elevating-the-voices-of-women
1089747435	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								BUS	BANK						BUS			1	071	071	07	2	7.4	2	1	2	0.21810250817884	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	20230317141500	https://news.yahoo.com/open-source-where-triangle-companies-132228752.html
1089747436	20230317	202303	2023	2023.2110	USA	THE US	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	10	1	10	-3.1578947368421	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230317141500	https://www.newscientist.com/article/2364886-china-reclaims-pandas-from-us-zoos-is-the-panda-politics-era-over/
1089747437	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								CHRCTH	PRELATE				CHR	CTH				1	043	043	04	1	2.8	1	1	1	2.0497803806735	4	Dnieper River, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	4	Dnieper River, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	4	Dnieper River, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	20230317141500	http://www.thebostonpilot.com/article.php?ID=194450
1089747438	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								CHRCTH	PRELATE				CHR	CTH				1	043	043	04	1	2.8	5	1	5	2.0497803806735	3	Jamaica Plain, Massachusetts, United States	US	USMA	MA025	42.3098	-71.1203	612943	4	Dnieper River, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	4	Dnieper River, Ukraine (general), Ukraine	UP	UP00	28557	46.4975	32.3086	-2902197	20230317141500	http://www.thebostonpilot.com/article.php?ID=194450
1089747439	20230317	202303	2023	2023.2110	USA	INDIANAPOLIS	USA								COP	POLICE						COP			1	010	010	01	1	0.0	10	1	10	-7.96915167095116	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20230317141500	https://news.yahoo.com/scalding-bath-killed-indianapolis-baby-125051372.html
1089747440	20230317	202303	2023	2023.2110	USA	MISSOURI	USA								COP	PRISON						COP			1	010	010	01	1	0.0	10	1	10	-5.25657071339174	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20230317141500	https://www.stltoday.com/opinion/columnists/johnson-missouri-can-stop-jailhouse-informants-from-sending-innocent-people-to-prison/article_ba3aa1e6-8631-5696-b673-8e194cdf3f97.html
1089747441	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								COP	TROOPER						COP			0	010	010	01	1	0.0	4	1	4	-6.9620253164557	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20230317141500	https://www.azcentral.com/story/news/paterson-press/2023/03/03/paterson-nj-state-trooper-shot-man-arrested-south-carolina-charged/69967191007/
